,Name,Clouds,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
367,Ploemeur,90,FR,1584231762,81,47.73,-3.43,284.26,6.2
368,Shenjiamen,0,CN,1584231767,71,29.96,122.3,283.83,5.71
369,São João da Barra,68,BR,1584231184,88,-21.64,-41.05,298.15,4.9
370,Luwuk,84,ID,1584231771,70,-0.95,122.79,300.65,1.93
371,Merauke,78,ID,1584231732,69,-8.47,140.33,302.5,3.25
372,Puerto Ayacucho,100,VE,1584231775,41,5.66,-67.62,308.15,4.6
373,Vostok,100,RU,1584231212,91,46.49,135.88,264.51,1.63
374,Uusikaupunki,18,FI,1584231779,73,60.8,21.41,269.15,2.6
375,Pisco,99,PE,1584231542,30,-13.7,-76.22,296.48,9.3
376,Guerrero Negro,0,MX,1584231784,61,27.98,-114.06,291.6,6.53
377,Kosh-Agach,44,RU,1584231786,84,50.0,88.67,256.45,1.04
378,Mastic Beach,1,US,1584231696,39,40.77,-72.85,283.15,3.6
379,Mahébourg,40,MU,1584231790,88,-20.41,57.7,298.15,1.0
380,Sept-Îles,75,CA,1584231703,68,50.2,-66.38,270.37,5.7
381,Abu Samrah,0,SY,1584231514,86,35.3,37.18,284.37,0.88
382,Yerbogachën,100,RU,1584231796,94,61.28,108.01,271.24,4.95
383,Ossora,92,RU,1584231798,76,59.24,163.07,267.92,2.0
384,Pushkar,0,IN,1584231801,46,26.5,74.55,285.96,1.28
385,Ngaoundéré,0,CM,1584231803,15,7.32,13.58,292.06,2.09
386,Fairbanks,90,US,1584231631,67,64.84,-147.72,269.82,1.5
387,Slidell,1,US,1584231807,73,30.28,-89.78,298.15,2.6
388,Surab,100,PK,1584231809,34,28.49,66.26,279.55,0.35
389,Monrovia,48,LR,1584231811,87,6.3,-10.8,300.58,3.29
390,Atherton,90,GB,1584231813,81,53.52,-2.49,284.26,5.7
391,Maihar,0,IN,1584231815,80,24.27,80.75,291.45,1.47
392,Pimentel,40,PE,1584231818,29,-6.84,-79.93,292.15,7.2
393,Dandong,17,CN,1584231820,46,40.13,124.39,274.74,8.47
394,Tilichiki,100,RU,1584231295,79,60.47,166.1,271.24,5.2
395,Nangka,20,PH,1584231826,74,9.4,122.82,301.15,3.1
396,Nassau,1,US,1584231828,32,40.75,-73.58,284.26,4.1
397,Bariloche,0,AR,1584231665,62,-41.15,-71.31,286.15,2.1
398,Seddon,75,AU,1584231750,72,-37.81,144.89,290.37,4.1
399,Karratha,90,AU,1584231835,72,-20.74,116.85,301.76,7.32
400,Petropavlovsk-Kamchatskiy,0,RU,1584231816,58,53.05,158.65,269.15,6.0
401,Seymchan,100,RU,1584231842,90,62.88,152.43,251.31,1.87
402,Lázaro Cárdenas,23,MX,1584231844,70,17.96,-102.2,300.48,3.25
403,Ilo,50,PE,1584231846,88,-17.64,-71.34,295.13,1.91
404,Verkh-Chebula,94,RU,1584231848,89,56.03,87.62,273.71,7.57
405,Tiznit Province,64,MA,1584231850,90,29.58,-9.5,284.4,1.58
406,La Paz,75,BO,1584231607,62,-16.5,-68.15,284.15,3.1
407,Riachão das Neves,100,BR,1584231854,94,-11.75,-44.91,294.74,0.84
408,Waipawa,0,NZ,1584231857,72,-41.41,175.52,292.04,4.1
409,Necochea,0,AR,1584231514,77,-38.55,-58.74,290.93,4.02
410,Carbonia,0,IT,1584231866,87,39.17,8.52,284.82,4.6
411,Bud,90,US,1584231868,100,39.45,-86.18,275.37,5.1
412,Natá,1,PA,1584231870,40,8.33,-80.52,298.15,5.04
413,Fianarantsoa,98,MG,1584231872,94,-21.43,47.08,290.62,3.92
414,Mogadishu,65,SO,1584231875,84,2.04,45.34,301.06,8.13
415,Poronaysk,96,RU,1584231877,87,49.22,143.12,267.48,2.4
416,Ubari,0,LY,1584231879,20,26.59,12.78,289.14,3.49
417,Unity,100,CA,1584231831,83,52.45,-109.17,259.82,2.24
418,Chui,67,UY,1584231066,90,-33.7,-53.46,295.21,2.87
419,Dogondoutchi,56,NE,1584231886,13,13.64,4.03,297.54,4.37
420,Lodwar,56,KE,1584231888,45,3.12,35.6,303.49,4.24
421,Cartagena,0,CO,1584231682,69,10.4,-75.51,301.15,5.7
422,Grand Baie,40,MU,1584231893,88,-20.02,57.58,298.15,1.0
423,Ca Mau,100,VN,1584231334,70,9.18,105.15,300.27,4.18
424,Ostrovnoy,97,RU,1584231897,97,68.05,39.51,256.77,5.21
425,Cairns,20,AU,1584231325,61,-16.92,145.77,302.59,5.1
426,Batagay-Alyta,0,RU,1584231901,84,67.8,130.41,242.04,2.46
427,Ponérihouen,100,NC,1584231903,82,-21.08,165.4,301.82,15.43
428,Ukwā,25,IN,1584231905,52,21.97,80.47,290.46,1.18
429,Andenes,100,NO,1584231685,63,69.31,16.12,273.15,9.3
430,Basco,100,PH,1584231910,81,20.45,121.97,294.81,12.81
431,Cascais,0,PT,1584231912,81,38.7,-9.42,287.04,2.6
432,Raudeberg,88,NO,1584231914,80,61.99,5.14,278.71,11.3
433,Kalengwa,96,ZM,1584231916,96,-13.47,25.0,290.54,0.66
434,Charyshskoye,70,RU,1584231918,73,51.4,83.56,271.51,3.78
435,Värnamo,87,SE,1584231920,68,57.19,14.04,272.15,4.1
436,Buñol,20,ES,1584231924,93,39.42,-0.78,287.04,2.1
437,Uttarkāshi,83,IN,1584231927,78,30.73,78.45,277.82,2.04
438,Dzhebariki-Khaya,87,RU,1584231929,94,62.22,135.8,247.69,1.45
439,Sungai Raya,83,ID,1584231931,94,0.7,108.9,297.73,0.92
440,Bluefield,90,US,1584231938,87,37.27,-81.22,281.15,1.5
441,Sabha,0,LY,1584231940,20,27.04,14.43,289.06,2.15
442,Yemtsa,98,RU,1584231942,85,63.07,40.33,266.26,3.39
443,Qiongshan,90,CN,1584231944,83,20.01,110.35,295.15,5.0
444,Buala,96,SB,1584231946,76,-8.14,159.59,302.2,4.91
445,Sobolevo,54,RU,1584231949,49,54.43,31.9,269.12,6.27
446,Talaya,100,RU,1584231951,89,61.38,152.75,249.76,1.27
447,Virginia Beach,90,US,1584231771,57,36.85,-75.98,285.93,2.1
448,Belyy Yar,100,RU,1584231777,69,53.6,91.39,275.15,4.0
449,Murbād,20,IN,1584231960,47,19.25,73.4,297.15,3.04
450,Inongo,18,CD,1584231962,70,-1.95,18.27,297.46,0.45
451,Broken Hill,18,AU,1584231964,44,-31.95,141.43,289.15,6.7
452,Vao,100,NC,1584231967,82,-22.67,167.48,301.62,10.89
453,Bayir,100,TR,1584231969,100,37.27,28.22,282.15,1.4
454,Kintinku,100,TZ,1584231973,94,-5.88,35.23,292.75,0.83
455,Beyneu,100,KZ,1584231975,76,45.32,55.2,284.08,3.31
456,Timrå,68,SE,1584231978,73,62.49,17.33,273.15,3.1
457,Sayyan,61,YE,1584231981,64,15.17,44.32,286.42,2.01
458,Benoy,0,TD,1584231983,12,8.98,16.32,295.56,2.51
459,Souillac,40,MU,1584231986,88,-20.52,57.52,298.15,1.0
460,Akure,39,NG,1584231988,87,7.25,5.19,298.1,1.08
461,Concepción del Oro,73,MX,1584231990,18,24.63,-101.42,298.01,1.74
462,Strezhevoy,75,RU,1584231992,97,60.73,77.59,275.15,6.0
463,Carutapera,84,BR,1584231994,83,-1.2,-46.02,300.98,6.97
464,Bukachacha,0,RU,1584231996,84,52.98,116.92,257.89,1.08
465,Dickinson,90,US,1584232001,94,29.46,-95.05,298.15,5.1
466,Kasungu,100,MW,1584232003,94,-13.03,33.48,291.33,0.6
467,Dajal,9,PK,1584232006,67,29.56,70.38,286.2,0.83
468,Finote Selam,59,ET,1584232008,53,10.7,37.27,290.71,0.74
469,Natal,20,BR,1584231826,88,-5.79,-35.21,299.15,2.6
470,Amsterdam,75,NL,1584231856,93,52.37,4.89,282.15,6.7
471,Hashtrūd,100,IR,1584232016,92,37.48,47.05,275.43,0.61
472,Zeya,0,RU,1584232019,84,53.75,127.27,253.79,2.5
473,Viedma,0,AR,1584231788,55,-40.81,-63.0,289.08,2.71
474,La Rioja,0,ES,1584232006,93,42.25,-2.5,277.15,1.47
475,Ust-Nera,0,RU,1584231617,89,64.57,143.2,245.12,1.77
476,Te Anau,100,NZ,1584231571,59,-45.42,167.72,288.39,0.5
477,Sassandra,100,CI,1584231783,89,4.95,-6.08,299.46,2.05
478,Tacuarembó,97,UY,1584231866,77,-31.73,-55.98,296.54,1.59
479,Mariara,2,VE,1584232033,85,10.3,-67.72,294.02,1.9
480,Cabedelo,96,BR,1584232036,88,-6.98,-34.83,299.15,1.5
481,Grand Gaube,40,MU,1584232038,88,-20.01,57.66,298.15,1.0
482,Murdochville,88,CA,1584232040,90,48.96,-65.5,266.71,9.18
483,Ternate,100,ID,1584232042,77,0.8,127.4,299.06,1.05
484,Sesheke,92,ZM,1584232044,94,-17.48,24.3,295.15,0.5
485,Booué,43,GA,1584232046,94,-0.09,11.94,296.14,0.91
486,Kang,0,BW,1584232048,51,-23.68,22.79,295.73,2.4
487,Mana,76,GF,1584232051,87,5.66,-53.78,296.46,1.24
488,Chorozinho,75,BR,1584232053,88,-4.3,-38.5,297.15,4.6
489,Lajas,75,PR,1584232055,80,18.05,-67.06,299.26,6.2
490,Anjangaon,0,IN,1584232057,15,21.16,77.31,292.44,2.95
491,Ligayan,34,PH,1584231534,70,4.65,119.47,300.96,4.42
492,Eureka,90,US,1584232015,75,40.8,-124.16,282.59,3.6
493,Valdepeñas,68,ES,1584232066,72,38.76,-3.38,284.82,1.67
494,Dukat,100,RU,1584232069,91,62.55,155.55,252.38,1.81
495,Hohhot,0,CN,1584231963,54,40.81,111.65,272.15,1.0
496,Vanimo,100,PG,1584232073,87,-2.67,141.3,299.85,9.54
497,Juegang,0,CN,1584232075,61,32.32,121.19,285.93,5.47
498,Taltal,1,CL,1584231842,92,-25.4,-70.48,288.75,0.53
499,Morehead,90,US,1584232079,100,37.27,-87.18,279.26,1.5
500,Kenai,1,US,1584232081,42,60.55,-151.26,273.15,2.6
501,Port Augusta,6,AU,1584232083,52,-32.5,137.77,291.15,4.6
502,Sterling,90,US,1584231955,65,39.01,-77.43,284.26,5.1
503,Wucheng,0,CN,1584232088,75,29.6,118.17,283.15,0.67
504,Bengkulu,81,ID,1584232090,88,-3.8,102.27,297.14,1.38
505,Kahului,40,US,1584232093,69,20.89,-156.47,300.15,6.2
506,João Pinheiro,17,BR,1584232095,92,-17.74,-46.17,294.89,1.8
507,Ţaga,60,RO,1584232097,64,46.95,24.05,277.15,3.1
508,Santa Maria do Suaçuí,22,BR,1584232099,98,-18.19,-42.41,292.64,0.23
509,Muhafazat Lahij,29,YE,1584232102,79,13.17,44.58,294.96,2.09
510,Gazli,70,UZ,1584232104,39,40.13,63.45,287.21,5.35
511,Adrar,0,MR,1584232106,10,20.5,-10.07,294.07,3.33
512,Paso de los Toros,100,UY,1584232108,72,-32.82,-56.52,298.62,6.26
513,Cidreira,0,BR,1584232110,86,-30.18,-50.21,297.71,10.96
514,Simao,3,CN,1584232112,46,22.79,100.97,289.39,1.03
515,Dāmghān,98,IR,1584232114,32,36.17,54.35,285.83,1.08
516,Sanbu,0,CN,1584232117,59,33.46,119.15,281.93,4.85
517,Cuamba,98,MZ,1584232119,94,-14.8,36.54,292.71,0.88
518,San Fernando del Valle de Catamarca,81,AR,1584232122,93,-28.47,-65.79,297.04,0.71
519,Maceió,75,BR,1584232056,88,-9.67,-35.74,299.15,1.0
520,Wuwei,91,CN,1584232128,36,37.93,102.64,272.9,1.6
521,Kidal,0,ML,1584232130,12,18.44,1.41,296.73,5.44
522,Solwezi,81,ZM,1584232132,97,-12.17,26.39,289.4,1.3
523,Chivay,58,PE,1584232134,84,-15.64,-71.6,279.51,4.13
524,Bambanglipuro,13,ID,1584232136,85,-7.95,110.28,298.77,1.32
525,Nador,90,MA,1584232139,72,35.17,-2.93,290.15,0.5
526,Hadejia,33,NG,1584232141,16,12.45,10.04,292.46,3.84
527,Singkawang,83,ID,1584232060,91,0.9,109.0,298.04,3.0
528,Ponnāni,20,IN,1584232145,73,10.77,75.93,298.15,1.5
529,Jinchang,75,CN,1584232147,32,38.5,102.17,272.58,3.36
530,Rio Grande,34,BR,1584232149,95,-32.03,-52.1,296.48,1.79
531,Belaya Gora,58,RU,1584232151,83,68.53,146.42,244.51,1.09
532,Matara,21,LK,1584232154,91,5.95,80.54,295.36,2.46
533,Grindavik,75,IS,1584232156,73,63.84,-22.43,270.15,2.6
534,Krasnomayskiy,74,RU,1584232158,58,57.62,34.41,268.56,5.33
535,Tazovsky,100,RU,1584232160,93,67.47,78.7,258.67,7.58
536,Upata,99,VE,1584232162,53,8.01,-62.4,299.56,1.15
537,Kangaatsiaq,100,GL,1584232165,88,68.31,-53.46,255.14,1.44
538,Sisimiut,65,GL,1584232100,87,66.94,-53.67,247.42,2.72
539,Busdi,30,PH,1584232169,76,8.28,125.25,298.37,0.75
540,Cap Malheureux,40,MU,1584232172,88,-19.98,57.61,298.15,1.0
541,Ginda,83,IN,1584232174,78,30.69,78.49,277.82,2.04
542,Porto-Novo,40,BJ,1584231582,88,6.5,2.6,301.15,4.6
543,Banes,20,CU,1584232178,69,20.96,-75.72,298.15,7.2
544,Pandan,44,PH,1584232180,70,14.05,124.17,299.29,3.29
545,Noyabrsk,99,RU,1584232182,97,63.2,75.45,273.4,7.98
546,Blagoyevo,100,RU,1584232184,94,63.37,47.92,264.44,3.98
547,Panguna,99,PG,1584232187,53,-6.32,155.48,304.1,1.25
548,Épernay,97,FR,1584232200,87,49.05,3.95,281.15,1.5
549,Davenda,20,RU,1584232202,87,53.56,119.32,256.18,1.42
550,Turangi,0,NZ,1584232205,39,-39.0,175.93,293.27,2.52
551,Puebloviejo,40,CO,1584232207,83,10.99,-74.28,303.15,8.2
552,Richards Bay,6,ZA,1584232209,87,-28.78,32.04,297.94,2.58
553,Shenkursk,19,RU,1584232211,90,62.11,42.9,265.73,2.78
554,Kenora,75,CA,1584232215,38,49.82,-94.43,268.15,2.6
555,Nara,40,JP,1584232218,57,34.69,135.8,282.15,2.6
556,Mareeba,20,AU,1584232220,54,-17.0,145.43,303.15,5.1
557,Bendigo,0,AU,1584232222,59,-36.77,144.28,289.26,2.68
558,Puri,20,IN,1584232224,73,19.8,85.85,294.15,3.1
559,Manaquiri,75,BR,1584232226,100,-3.32,-60.35,297.15,1.5
560,Along,95,IN,1584232228,88,28.17,94.77,288.21,1.73
561,Vanavara,100,RU,1584232233,95,60.34,102.28,271.05,4.44
562,São José do Belmonte,99,BR,1584232235,59,-7.86,-38.76,299.29,5.05
563,Pokhara,98,NP,1584232237,85,28.23,83.98,285.08,0.97
564,Varhaug,90,NO,1584232239,93,58.61,5.65,279.82,11.3
565,Minbu,26,MM,1584232241,49,20.18,94.88,295.71,1.71
566,Namatanai,100,PG,1584232037,75,-3.67,152.43,301.58,4.9
